usage_date,platform_key,identity_key,model_key,cost_center_key,unit_type,quantity,input_tokens,output_tokens,cached_tokens,requests,cost_usd,cost_is_estimated,is_error,latency_ms,application_key,environment_key,business_unit_key
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,5533.6944,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,48,19,29,0,1,5.4e-05,FALSE,False,4698.3787,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,87,14,73,0,1,0.000612,FALSE,False,4881.6471,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,38,16,22,0,1,4.16e-05,FALSE,False,48961.2649,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,41,19,22,0,1,0.000214,FALSE,False,746.5741,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,32,19,13,0,1,0.000142,FALSE,False,952.7301,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,40,19,21,0,1,4.12e-05,FALSE,False,1036.0193,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,37,16,21,0,1,0.0002,FALSE,False,1103.4225,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,39,19,20,0,1,0.000198,FALSE,False,1139.6436,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,54,14,40,0,1,6.96e-05,FALSE,False,1151.9721,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,52,19,33,0,1,6.04e-05,FALSE,False,1361.7677,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,94,14,80,0,1,0.0001336,FALSE,False,1656.6942,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,94,14,80,0,1,0.0001336,FALSE,False,1712.8538,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2500.8241,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2525.834,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2593.2693,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,nonexistent-model,CC-2000,token,0,0,0,0,1,0.0,FALSE,True,323.8725,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,50,19,31,0,1,0.000286,FALSE,False,904.4137,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,48,19,29,0,1,5.4e-05,FALSE,False,951.8522,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,54,19,35,0,1,0.000318,FALSE,False,969.2024,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,37,19,18,0,1,3.64e-05,FALSE,False,961.3467,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,46,19,27,0,1,5.08e-05,FALSE,False,993.4315,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,39,19,20,0,1,0.000198,FALSE,False,1016.424,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,50,19,31,0,1,5.72e-05,FALSE,False,1192.9558,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,101,14,87,0,1,0.000724,FALSE,False,1575.9527,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2514.69,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2539.9377,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2597.8311,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,34,19,15,0,1,0.000158,FALSE,False,938.8876,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,53,13,40,0,1,6.92e-05,FALSE,False,1074.2111,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,48,19,29,0,1,5.4e-05,FALSE,False,1009.2882,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,46,19,27,0,1,5.08e-05,FALSE,False,1122.8245,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,34,19,15,0,1,3.16e-05,FALSE,False,1248.8014,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,134,14,120,0,1,0.000988,FALSE,False,1395.285,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,54,14,40,0,1,6.96e-05,FALSE,False,1571.8073,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,105,13,92,0,1,0.000762,FALSE,False,1722.0018,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,118,13,105,0,1,0.000866,FALSE,False,2061.9371,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2392.0995,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2781.0988,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,3539.3437,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,nonexistent-model,CC-4000,token,0,0,0,0,1,0.0,FALSE,True,248.4116,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,34,16,18,0,1,0.000176,FALSE,False,781.1101,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,34,19,15,0,1,3.16e-05,FALSE,False,976.6885,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,34,19,15,0,1,3.16e-05,FALSE,False,1069.2852,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,39,16,23,0,1,0.000216,FALSE,False,1149.5444,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,94,14,80,0,1,0.0001336,FALSE,False,1466.0021,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,93,13,80,0,1,0.0001332,FALSE,False,1489.9291,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,122,13,109,0,1,0.000898,FALSE,False,1579.6962,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,109,13,96,0,1,0.000794,FALSE,False,1578.6399,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2238.7999,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2457.2587,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2687.1902,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,35,16,19,0,1,0.000184,FALSE,False,784.9086,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,35,16,19,0,1,3.68e-05,FALSE,False,818.6185,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,38,16,22,0,1,4.16e-05,FALSE,False,903.3281,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,39,19,20,0,1,0.000198,FALSE,False,951.4596,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,69,14,55,0,1,0.000468,FALSE,False,956.3783,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,37,16,21,0,1,0.0002,FALSE,False,993.5972,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,36,16,20,0,1,3.84e-05,FALSE,False,1426.5064,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,93,13,80,0,1,0.0001332,FALSE,False,1507.667,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,93,13,80,0,1,0.0001332,FALSE,False,1838.3432,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2575.553,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2597.689,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2700.694,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,nonexistent-model,CC-4000,token,0,0,0,0,1,0.0,FALSE,True,147.2691,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,nonexistent-model,CC-2000,token,0,0,0,0,1,0.0,FALSE,True,305.4531,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,37,19,18,0,1,0.000182,FALSE,False,901.8767,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,53,19,34,0,1,0.00031,FALSE,False,972.8103,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,35,16,19,0,1,0.000184,FALSE,False,1080.9814,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,52,19,33,0,1,0.000302,FALSE,False,1116.6718,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,93,13,80,0,1,0.0001332,FALSE,False,1333.1657,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2251.408,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,93,13,80,0,1,0.0001332,FALSE,False,1302.8626,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2361.0845,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2647.4771,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,54,14,40,0,1,6.96e-05,FALSE,False,1024.0318,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,38,19,19,0,1,0.00019,FALSE,False,739.8483,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,36,16,20,0,1,3.84e-05,FALSE,False,859.5113,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,42,19,23,0,1,0.000222,FALSE,False,944.4219,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,45,19,26,0,1,4.92e-05,FALSE,False,1028.558,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,36,16,20,0,1,3.84e-05,FALSE,False,850.0157,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,34,19,15,0,1,3.16e-05,FALSE,False,940.3521,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,7bec6f27-dc94-4d6d-b89a-3969513bc71e,gpt-4.1-mini,CC-4000,token,53,13,40,0,1,6.92e-05,FALSE,False,1214.1536,APP-MOBILE,ENV-TEST,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,134,14,120,0,1,0.000988,FALSE,False,1893.8674,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1,CC-1000,token,131,14,117,0,1,0.000964,FALSE,False,1823.2629,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2390.1484,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2632.6058,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,62a2cc36-edb8-4520-b7fe-05433a160c32,gpt-4.1-mini,CC-3000,token,508,308,200,0,1,0.0004432,FALSE,False,2668.9223,APP-DSNB,ENV-DEV,BU-PLATFORM
2026-08-07,Foundry,0999cfae-085e-464f-a49d-f8851e3e5195,gpt-4.1-mini,CC-1000,token,37,16,21,0,1,4e-05,FALSE,False,4426.0687,APP-CHECKOUT,ENV-PROD,BU-RETAIL
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,4013.3025,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,1185.3582,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,1091.5566,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,978.3564,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,840.6701,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,772.9377,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,970.0246,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,1008.9712,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,912.8142,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,1059.2771,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,936.064,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,863.6292,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,4069.2838,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,867.7389,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,936.1228,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,1107.5599,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,1110.386,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,952.4854,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,897.4922,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,991.6117,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,873.8999,APP-SEARCH,ENV-PROD,BU-DISCOVERY
2026-08-07,Foundry,dd6d3503-88f1-4fc9-a4d0-1a79c3aaf364,gpt-4.1-mini,CC-2000,token,18,10,8,0,1,1.68e-05,FALSE,False,1023.4682,APP-SEARCH,ENV-PROD,BU-DISCOVERY
