snapshot_date,assignee_login,assignee_id,created_at,last_activity_at,last_activity_editor,plan_type,pending_cancellation_date,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-25,aisha-rahman,39005316,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-25T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,sam-chen,86211158,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-25T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,lee-novak,59626499,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-25T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-25,batch-2026-09-04,MOCK
2026-08-24,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-24T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-24T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-24T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-24T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-24T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,kim-arroyo,30027017,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-24,batch-2026-09-04,MOCK
2026-08-23,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-23T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-23T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,dev-patel,76731252,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,sam-chen,86211158,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-23T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,lee-novak,59626499,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,kim-arroyo,30027017,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-23,batch-2026-09-04,MOCK
2026-08-22,aisha-rahman,39005316,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-22T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-22T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-22T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,lee-novak,59626499,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-22T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-22,batch-2026-09-04,MOCK
2026-08-21,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-21T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-21T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-21T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-21T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-21T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-21T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-21T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-21,batch-2026-09-04,MOCK
2026-08-20,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-20T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-20T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-20T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-20T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-20T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-20T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-20,batch-2026-09-04,MOCK
2026-08-19,aisha-rahman,39005316,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-19T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-19T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,dev-patel,76731252,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-19T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-19T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-19T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-19T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-19,batch-2026-09-04,MOCK
2026-08-18,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-18T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,marco-silva,28229179,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-18T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-18T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-18T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-18T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-18T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-18,batch-2026-09-04,MOCK
2026-08-17,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-17T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-17T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-17T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,dev-patel,76731252,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,sam-chen,86211158,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-17T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-17T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-17,batch-2026-09-04,MOCK
2026-08-16,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-16T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-16T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-16T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-16T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-16T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,robin-hale,61547237,2026-06-01T00:00:00Z,2026-08-16T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-16T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,kim-arroyo,30027017,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-16,batch-2026-09-04,MOCK
2026-08-15,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-15T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-15T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,2026-08-15T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,dev-patel,76731252,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,sam-chen,86211158,2026-06-01T00:00:00Z,2026-08-15T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,robin-hale,61547237,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,lee-novak,59626499,2026-06-01T00:00:00Z,2026-08-15T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,kim-arroyo,30027017,2026-06-01T00:00:00Z,2026-08-15T14:00:00Z,jetbrains,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-15,batch-2026-09-04,MOCK
2026-08-14,aisha-rahman,39005316,2026-06-01T00:00:00Z,2026-08-14T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,marco-silva,28229179,2026-06-01T00:00:00Z,2026-08-14T14:00:00Z,vscode,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,jenny-oyelaran,95141661,2026-06-01T00:00:00Z,,,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,dev-patel,76731252,2026-06-01T00:00:00Z,2026-08-14T14:00:00Z,visualstudio,enterprise,,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.orgs.copilot.billing.seats,2026-08-14,batch-2026-09-04,MOCK
