usage_date,environment_id,agent_id,agent_name,action_type,credit_rate,credits_consumed,cost_usd,session_count,owner_business_unit_key,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-25,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,3909,39.09,194,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,3120,31.2,79,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-25,batch-2026-09-04,MOCK
2026-08-25,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,7266,72.66,29,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-25,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,5182,51.82,105,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,1478,14.78,138,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,6015,60.15,23,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,1969,19.69,67,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,7089,70.89,142,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,876,8.76,112,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,1064,10.64,129,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,7594,75.94,82,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-24,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,6836,68.36,89,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-24,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,3181,31.81,32,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,5030,50.3,126,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,565,5.65,104,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,2143,21.43,84,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,5118,51.18,87,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,6558,65.58,169,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,2487,24.87,128,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,3516,35.16,161,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,4541,45.41,60,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-23,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,6500,65.0,149,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,6729,67.29,72,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,1733,17.33,11,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,3859,38.59,16,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,2408,24.08,148,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,3337,33.37,172,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,7377,73.77,187,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,7686,76.86,12,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,3244,32.44,10,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-22,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,6717,67.17,178,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,3582,35.82,198,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,6457,64.57,88,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,1351,13.51,62,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,4840,48.4,70,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,3939,39.39,135,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,990,9.9,46,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,6329,63.29,81,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,1262,12.62,21,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-21,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,2396,23.96,143,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,3883,38.83,189,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,7836,78.36,105,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,4255,42.55,31,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,5257,52.57,34,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,4640,46.4,44,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,5720,57.2,110,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,1113,11.13,161,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,5151,51.51,25,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-20,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,4063,40.63,179,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,1570,15.7,70,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,2889,28.89,76,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,7470,74.7,90,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,7060,70.6,110,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,6240,62.4,198,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,3172,31.72,91,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,4208,42.08,79,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,2413,24.13,29,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-19,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,2160,21.6,44,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,6889,68.89,159,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,1392,13.92,49,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,1365,13.65,52,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,claims-triage-agent,Claims Triage Agent,generative_answer,2,4182,41.82,129,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,claims-triage-agent,Claims Triage Agent,agent_action,3,3072,30.72,114,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,store-ops-assistant,Store Ops Assistant,classic_answer,1,1489,14.89,147,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,store-ops-assistant,Store Ops Assistant,generative_answer,2,3435,34.35,63,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,ENV-PROD,store-ops-assistant,Store Ops Assistant,agent_action,3,4202,42.02,88,BU-RETAIL,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-18,batch-2026-09-04,MOCK
2026-08-17,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,classic_answer,1,4295,42.95,77,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,generative_answer,2,7483,74.83,40,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,ENV-PROD,hr-helpdesk-bot,HR Helpdesk Bot,agent_action,3,1240,12.4,50,BU-TECH,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,ENV-PROD,claims-triage-agent,Claims Triage Agent,classic_answer,1,7115,71.15,185,BU-INSURANCE,2026-09-04T18:00:00Z,AI-FinOps-MOCK,powerplatform.admin / dataverse.conversationtranscript,2026-08-17,batch-2026-09-04,MOCK
