usage_date,login,sku,unit_type,quantity,model,model_multiplier,gross_amount,discount_amount,net_amount,repository_name,_ingested_at,_source_system,_source_api,_watermark,_batch_id,_data_class
2026-08-23,sam-chen,copilot_premium_request,premium_request,45,gpt-4.1,1,1.8,0,1.8,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,aisha-rahman,copilot_premium_request,premium_request,60,code-review,13,31.2,0,31.2,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-23,batch-2026-09-04,MOCK
2026-08-23,lee-novak,copilot_premium_request,premium_request,19,gpt-4.1,1,0.76,0,0.76,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-23,batch-2026-09-04,MOCK
2026-08-22,sam-chen,copilot_premium_request,premium_request,25,o3,10,10.0,0,10.0,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,kim-arroyo,copilot_premium_request,premium_request,31,gpt-4.1,1,1.24,0,1.24,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,aisha-rahman,copilot_premium_request,premium_request,9,claude-sonnet-4.5,1,0.36,0,0.36,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-22,batch-2026-09-04,MOCK
2026-08-22,jenny-oyelaran,copilot_premium_request,premium_request,51,o3,10,20.4,0,20.4,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-22,batch-2026-09-04,MOCK
2026-08-21,sam-chen,copilot_premium_request,premium_request,1,code-review,13,0.52,0,0.52,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,robin-hale,copilot_premium_request,premium_request,8,claude-sonnet-4.5,1,0.32,0,0.32,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,marco-silva,copilot_premium_request,premium_request,37,gpt-4.1,1,1.48,0,1.48,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-21,batch-2026-09-04,MOCK
2026-08-21,jenny-oyelaran,copilot_premium_request,premium_request,35,o3,10,14.0,0,14.0,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-21,batch-2026-09-04,MOCK
2026-08-20,marco-silva,copilot_premium_request,premium_request,27,claude-sonnet-4.5,1,1.08,0,1.08,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,jenny-oyelaran,copilot_premium_request,premium_request,11,claude-sonnet-4.5,1,0.44,0,0.44,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,kim-arroyo,copilot_premium_request,premium_request,40,claude-sonnet-4.5,1,1.6,0,1.6,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-20,batch-2026-09-04,MOCK
2026-08-20,lee-novak,copilot_premium_request,premium_request,8,claude-sonnet-4.5,1,0.32,0,0.32,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-20,batch-2026-09-04,MOCK
2026-08-19,aisha-rahman,copilot_premium_request,premium_request,19,gpt-4.1,1,0.76,0,0.76,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,lee-novak,copilot_premium_request,premium_request,17,gpt-4.1,1,0.68,0,0.68,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,sam-chen,copilot_premium_request,premium_request,47,claude-sonnet-4.5,1,1.88,0,1.88,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-19,batch-2026-09-04,MOCK
2026-08-19,dev-patel,copilot_premium_request,premium_request,22,o3,10,8.8,0,8.8,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-19,batch-2026-09-04,MOCK
2026-08-18,jenny-oyelaran,copilot_premium_request,premium_request,19,gpt-4.1,1,0.76,0,0.76,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,robin-hale,copilot_premium_request,premium_request,58,gpt-4.1,1,2.32,0,2.32,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,lee-novak,copilot_premium_request,premium_request,32,code-review,13,16.64,0,16.64,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-18,batch-2026-09-04,MOCK
2026-08-18,marco-silva,copilot_premium_request,premium_request,40,code-review,13,20.8,0,20.8,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-18,batch-2026-09-04,MOCK
2026-08-17,sam-chen,copilot_premium_request,premium_request,52,code-review,13,27.04,0,27.04,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,robin-hale,copilot_premium_request,premium_request,11,o3,10,4.4,0,4.4,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,kim-arroyo,copilot_premium_request,premium_request,16,code-review,13,8.32,0,8.32,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-17,batch-2026-09-04,MOCK
2026-08-17,marco-silva,copilot_premium_request,premium_request,18,o3,10,7.2,0,7.2,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-17,batch-2026-09-04,MOCK
2026-08-16,jenny-oyelaran,copilot_premium_request,premium_request,30,o3,10,12.0,0,12.0,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,robin-hale,copilot_premium_request,premium_request,50,code-review,13,26.0,0,26.0,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,lee-novak,copilot_premium_request,premium_request,36,o3,10,14.4,0,14.4,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-16,batch-2026-09-04,MOCK
2026-08-16,kim-arroyo,copilot_premium_request,premium_request,42,claude-sonnet-4.5,1,1.68,0,1.68,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-16,batch-2026-09-04,MOCK
2026-08-15,marco-silva,copilot_premium_request,premium_request,17,claude-sonnet-4.5,1,0.68,0,0.68,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,lee-novak,copilot_premium_request,premium_request,47,gpt-4.1,1,1.88,0,1.88,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,jenny-oyelaran,copilot_premium_request,premium_request,55,gpt-4.1,1,2.2,0,2.2,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-15,batch-2026-09-04,MOCK
2026-08-15,kim-arroyo,copilot_premium_request,premium_request,53,gpt-4.1,1,2.12,0,2.12,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-15,batch-2026-09-04,MOCK
2026-08-14,lee-novak,copilot_premium_request,premium_request,36,gpt-4.1,1,1.44,0,1.44,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,kim-arroyo,copilot_premium_request,premium_request,42,o3,10,16.8,0,16.8,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,sam-chen,copilot_premium_request,premium_request,26,code-review,13,13.52,0,13.52,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-14,batch-2026-09-04,MOCK
2026-08-14,marco-silva,copilot_premium_request,premium_request,9,code-review,13,4.68,0,4.68,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-14,batch-2026-09-04,MOCK
2026-08-13,marco-silva,copilot_premium_request,premium_request,43,gpt-4.1,1,1.72,0,1.72,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,dev-patel,copilot_premium_request,premium_request,49,claude-sonnet-4.5,1,1.96,0,1.96,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,jenny-oyelaran,copilot_premium_request,premium_request,29,claude-sonnet-4.5,1,1.16,0,1.16,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-13,batch-2026-09-04,MOCK
2026-08-13,sam-chen,copilot_premium_request,premium_request,37,claude-sonnet-4.5,1,1.48,0,1.48,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-13,batch-2026-09-04,MOCK
2026-08-12,jenny-oyelaran,copilot_premium_request,premium_request,3,code-review,13,1.56,0,1.56,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,robin-hale,copilot_premium_request,premium_request,15,o3,10,6.0,0,6.0,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,lee-novak,copilot_premium_request,premium_request,24,code-review,13,12.48,0,12.48,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-12,batch-2026-09-04,MOCK
2026-08-12,dev-patel,copilot_premium_request,premium_request,43,gpt-4.1,1,1.72,0,1.72,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-12,batch-2026-09-04,MOCK
2026-08-11,robin-hale,copilot_premium_request,premium_request,3,gpt-4.1,1,0.12,0,0.12,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,dev-patel,copilot_premium_request,premium_request,7,code-review,13,3.64,0,3.64,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,lee-novak,copilot_premium_request,premium_request,54,code-review,13,28.08,0,28.08,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-11,batch-2026-09-04,MOCK
2026-08-11,kim-arroyo,copilot_premium_request,premium_request,38,code-review,13,19.76,0,19.76,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-11,batch-2026-09-04,MOCK
2026-08-10,jenny-oyelaran,copilot_premium_request,premium_request,38,code-review,13,19.76,0,19.76,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,dev-patel,copilot_premium_request,premium_request,34,gpt-4.1,1,1.36,0,1.36,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,robin-hale,copilot_premium_request,premium_request,59,o3,10,23.6,0,23.6,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-10,batch-2026-09-04,MOCK
2026-08-10,lee-novak,copilot_premium_request,premium_request,23,o3,10,9.2,0,9.2,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-10,batch-2026-09-04,MOCK
2026-08-09,kim-arroyo,copilot_premium_request,premium_request,33,gpt-4.1,1,1.32,0,1.32,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,lee-novak,copilot_premium_request,premium_request,11,o3,10,4.4,0,4.4,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,dev-patel,copilot_premium_request,premium_request,33,gpt-4.1,1,1.32,0,1.32,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-09,batch-2026-09-04,MOCK
2026-08-09,sam-chen,copilot_premium_request,premium_request,14,code-review,13,7.28,0,7.28,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-09,batch-2026-09-04,MOCK
2026-08-08,jenny-oyelaran,copilot_premium_request,premium_request,43,gpt-4.1,1,1.72,0,1.72,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,marco-silva,copilot_premium_request,premium_request,52,o3,10,20.8,0,20.8,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,kim-arroyo,copilot_premium_request,premium_request,31,gpt-4.1,1,1.24,0,1.24,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-08,batch-2026-09-04,MOCK
2026-08-08,sam-chen,copilot_premium_request,premium_request,31,o3,10,12.4,0,12.4,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-08,batch-2026-09-04,MOCK
2026-08-07,jenny-oyelaran,copilot_premium_request,premium_request,3,claude-sonnet-4.5,1,0.12,0,0.12,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,robin-hale,copilot_premium_request,premium_request,9,claude-sonnet-4.5,1,0.36,0,0.36,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,dev-patel,copilot_premium_request,premium_request,58,gpt-4.1,1,2.32,0,2.32,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-07,batch-2026-09-04,MOCK
2026-08-07,aisha-rahman,copilot_premium_request,premium_request,4,claude-sonnet-4.5,1,0.16,0,0.16,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-07,batch-2026-09-04,MOCK
2026-08-06,sam-chen,copilot_premium_request,premium_request,57,gpt-4.1,1,2.28,0,2.28,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,marco-silva,copilot_premium_request,premium_request,6,code-review,13,3.12,0,3.12,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,kim-arroyo,copilot_premium_request,premium_request,39,o3,10,15.6,0,15.6,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-06,batch-2026-09-04,MOCK
2026-08-06,dev-patel,copilot_premium_request,premium_request,11,o3,10,4.4,0,4.4,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-06,batch-2026-09-04,MOCK
2026-08-05,lee-novak,copilot_premium_request,premium_request,40,claude-sonnet-4.5,1,1.6,0,1.6,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,sam-chen,copilot_premium_request,premium_request,11,code-review,13,5.72,0,5.72,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,marco-silva,copilot_premium_request,premium_request,60,code-review,13,31.2,0,31.2,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-05,batch-2026-09-04,MOCK
2026-08-05,kim-arroyo,copilot_premium_request,premium_request,15,gpt-4.1,1,0.6,0,0.6,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-05,batch-2026-09-04,MOCK
2026-08-04,lee-novak,copilot_premium_request,premium_request,34,claude-sonnet-4.5,1,1.36,0,1.36,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,marco-silva,copilot_premium_request,premium_request,53,o3,10,21.2,0,21.2,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,aisha-rahman,copilot_premium_request,premium_request,12,gpt-4.1,1,0.48,0,0.48,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-04,batch-2026-09-04,MOCK
2026-08-04,robin-hale,copilot_premium_request,premium_request,57,gpt-4.1,1,2.28,0,2.28,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-04,batch-2026-09-04,MOCK
2026-08-03,marco-silva,copilot_premium_request,premium_request,58,gpt-4.1,1,2.32,0,2.32,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,aisha-rahman,copilot_premium_request,premium_request,34,o3,10,13.6,0,13.6,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,dev-patel,copilot_premium_request,premium_request,56,code-review,13,29.12,0,29.12,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-03,batch-2026-09-04,MOCK
2026-08-03,kim-arroyo,copilot_premium_request,premium_request,15,o3,10,6.0,0,6.0,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-03,batch-2026-09-04,MOCK
2026-08-02,lee-novak,copilot_premium_request,premium_request,28,gpt-4.1,1,1.12,0,1.12,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,jenny-oyelaran,copilot_premium_request,premium_request,31,code-review,13,16.12,0,16.12,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,sam-chen,copilot_premium_request,premium_request,19,gpt-4.1,1,0.76,0,0.76,contoso/platform,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-02,batch-2026-09-04,MOCK
2026-08-02,robin-hale,copilot_premium_request,premium_request,17,o3,10,6.8,0,6.8,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-02,batch-2026-09-04,MOCK
2026-08-01,aisha-rahman,copilot_premium_request,premium_request,34,gpt-4.1,1,1.36,0,1.36,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,robin-hale,copilot_premium_request,premium_request,42,o3,10,16.8,0,16.8,contoso/checkout,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,lee-novak,copilot_premium_request,premium_request,27,code-review,13,14.04,0,14.04,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-01,batch-2026-09-04,MOCK
2026-08-01,kim-arroyo,copilot_premium_request,premium_request,10,gpt-4.1,1,0.4,0,0.4,contoso/search,2026-09-04T18:00:00Z,AI-FinOps-MOCK,github.settings.billing.usage,2026-08-01,batch-2026-09-04,MOCK
